Name	Set	ImageFile	Element	Hit Points	Powerlevel	Level/Rank	Typecasting	Cost	Rarity	Description
Jungle Dryad LNL 24	LNL	LNL-024.png	Nature	19	3	Level 6 Plant	Character	2CS	Uncommon	While In Play: This card can hold up to 5 :power:. This card has +X !hp!, where X is the number of :power: on this card.;Once per round, during your Starting Phase, you may put 1 :power: on this card.
Lunarian Orbitron LNL 25	LNL	LNL-025.png	Space/Metal	30	6	Level 10 Mecha	Character	5CS	Common	Stacker 3 (On Enter Field: Put 3 card(s) from your hand in this card's Stack. If you can't, you can't play this card.);On Attacked: Once per round, you may remove 1 card from this card's Stack. If you do, Prevent this attack.
Master of the Forge LNL 26	LNL	LNL-026.png	Metal	35	9	Level 12 Brute	Character	6CS	Common	"Unlike the rest of you punks, I don't need a gimmick."
Soul's Eye Monk LNL 27	LNL	LNL-027.png	Light/Nature	32	1	Level 12 Fighter	Character	6CS	Super Rare	Aura 1 (For every multiple of 1 Damage Counters this card has, it has +1 PLV.);While In Play: This card can have multiple instances of Aura.
Stellar Vagrant LNL 28	LNL	LNL-028.png	Space/Dark	15	3	Level 6 Cadet	Character	2CS	Common	Once per round, during your Starting Phase, send the top card of each Player's Deck to their Rift Zone.
Volt Splitter LNL 29	LNL	LNL-029.png	Storm	20	3	Level 8 Magician	Command Character	4CS	Common	Materials: 2 Characters;Directions: Horizontal;This card's Command Materials retain their effects and status and can act and be targeted as if they're not Command Materials.;If this card attacks only 1 Character or Player with a Skill, Reaction, or Normal Attack, they may target up to 2 more Characters or Players with that attack. If this card's Command Material requirements are met, they attack all enemies instead.
Abyssal Orb LNL 30	LNL	LNL-030.png	Item	10	N/A	Hyper Rank	Item Augment	8TP	Common	Equip Self, Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +1 !plv! for every 3 cards in your Rift Zone.
Almadine Ring LNL 31	LNL	LNL-031.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Fire-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Amazonite Ring LNL 32	LNL	LNL-032.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Storm-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Ammonite Ring LNL 33	LNL	LNL-033.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Time-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Axinite Ring LNL 34	LNL	LNL-034.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Earth-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Cerebral Enhancer LNL 35	LNL	LNL-035.png	Item	6	N/A	Hyper Rank	Item Augment	8TP	Common	Equip Character >> (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +1 !plv! for each card in your Hand.
Citrine Ring LNL 36	LNL	LNL-036.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Light-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Combo Chakram LNL 37	LNL	LNL-037.png	Item	7	N/A	Hyper Rank	Item Augment	8TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user hits 1 extra time with all attacks of Special Rank or higher.
Cybernetic Implants LNL 38	LNL	LNL-038.png	Item	N/A	N/A	Special Rank	Item Augment	5TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);When Equipped: Put 1 :curse: and 4 Damage Counters on the user.;Blindness, Stun, Poison Immune (This card cannot be targeted or affected by abilities with the listed effects.)
DCA-5 'Bastion' LNL 39	LNL	LNL-039.png	Item	3	N/A	Hyper Rank	Item Augment	8TP	Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);On Attacked: You may Block this attack. If you do, this card loses 1 !hp!.
DCA-7 'Maverick' LNL 40	LNL	LNL-040.png	Item	8	N/A	Ultra Rank	Item Augment	12TP	Rare	Equip Character >> (Attach this card to a relevant target in their Equip Zone.);Once per round, you may pay 2 !tp! to multiply the user's !plv! by 2 until this turn's End Phase.
DMR-7 'Piledriver' LNL 41	LNL	LNL-041.png	Item	6	N/A	Ultra Rank	Item Augment	10TP	Uncommon	Equip Character >> (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +3 !plv!.;On Hit: You gain 1 !tp!.
DMS-1 'Ravager' LNL 42	LNL	LNL-042.png	Item	6	N/A	Hyper Rank	Item Augment	9TP	Rare	Equip Character >> (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +4 !plv!.;On Attack: If this attack Knocks Out a Character, the user heals to full !hp!.
DXA-00 'Dragonwraith' LNL 43	LNL	LNL-043.png	Item	4	N/A	Devastation Rank	Item Augment	15TP	Super Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);Lock-On (This card can directly attack enemy Players and Characters regardless of Combat Zone Order.).;On Attack: If this attack deals damage to an enemy Player, hit all enemy Characters for X Unblockable damage, where X is the amount of damage this attack dealt.
DXR-00 'Soulflayer' LNL 44	LNL	LNL-044.png	Item	5	N/A	Ultra Rank	Item Augment	12TP	Super Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +3 !plv!.;On Attack: Put 3 :drain: on each target for this attack. If any of those targets have 0 PLV, Knock Out those targets.
DXS-00 'Ghostwidow' LNL 45	LNL	LNL-045.png	Item	4	N/A	Ultra Rank	Item Augment	12TP	Super Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);When Equipped: Put 1 :barrier: on the user.;While In Play: The user has +5 !plv!.;On Attack: If the user has :barrier:, this attack deals Relentless damage.
Hematite Ring LNL 46	LNL	LNL-046.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Metal-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Infinity Clip LNL 47	LNL	LNL-047.png	Item	6	N/A	Hyper Rank	Item Augment	9TP	Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);Arm Up 3 (If 3 or more cards with Equip are attached to this card, this card is considered Armed Up.);Cards attached to the user count towards this card's Arm Up cost.;While Armed Up: The user has Multistrike 2.
Malachite Ring LNL 48	LNL	LNL-048.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Nature-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Master's Sai LNL 49	LNL	LNL-049.png	Item	6	N/A	Hyper Rank	Item Augment	6TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);The user may use Reactions for 2 less !tp!. If they do, this card loses 1 !hp!.
Melanite Ring LNL 50	LNL	LNL-050.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Darkness-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Pallasite Ring LNL 51	LNL	LNL-051.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Space-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Plasma Batteries LNL 52	LNL	LNL-052.png	Item	4	N/A	Hyper Rank	Item Augment	4TP	Rare	Equip Self, Character (Attach this card to a relevant target in their Equip Zone.);If another card with Equip is attached to the user or an ally, if that card was played from your Hand, this card loses 1 !hp! and you gain 2 !tp!.
Prize Pistol LNL 53	LNL	LNL-053.png	Item	5	N/A	Hyper Rank	Item Augment	5TP	Common	Equip Character (Attach this card to a relevant target in their Equip Zone.);On Attack: Draw a card.
Shuffle Shotgun LNL 54	LNL	LNL-054.png	Item	4	N/A	Hyper Rank	Item Augment	6TP	Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);On Attack: Reveal the top card of your Deck. This attack's damage is increased by X, where X is the revealed card's !tp! divided by 2, rounded up. Put that card back on top of your Deck.
Sodalite Ring LNL 55	LNL	LNL-055.png	Item	N/A	N/A	Special Rank	Item Augment	3TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If you attach this card to an enemy Character, you still control this card.;The user gains Water-infused. (This card and all damage it deals becomes the listed element(s) instead of their normal elements.)
Supression Baton LNL 56	LNL	LNL-056.png	Item	6	N/A	Hyper Rank	Item Augment	12TP	Common	Equip Character (Attach this card to a relevant target in their Equip Zone.);On Targeted: Prevent this attack or effect unless the performer pays 3 !tp!.
Surgeon's Scalpel LNL 57	LNL	LNL-057.png	Item	2	N/A	Special Rank	Item Augment	3TP	Common	Equip Character (Attach this card to a relevant target in their Equip Zone.);On Attack: This attack deals Unblockable damage.
Utility Belt LNL 58	LNL	LNL-058.png	Item	N/A	N/A	Hyper Rank	Item Augment	7TP	Super Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Equip Character (Attach this card to a relevant target in their Equip Zone.);This card does not count towards the user's Equip Zone Limit. Additionally, the user can have 2 more cards in their Equip Zone.
Vortex Caster LNL 59	LNL	LNL-059.png	Item	3	N/A	Hyper Rank	Item Augment	8TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user's Normal Attack deals [Rift Count] extra damage.;On Successful Attack: All enemy Players send the top card of their Decks to their Rift Zones.
Flare Missile LNL 60	LNL	LNL-060.png	Fire	N/A	N/A	Special Rank	Item Skill - Energy	4TP	Common	Hit target enemy for 8 damage.
Archangel's Blade LNL 61	LNL	LNL-061.png	Item	N/A	N/A	Hyper Rank	Item	8TP	Common	Knock Out target Character.
Army Sigil LNL 62	LNL	LNL-062.png	Item	N/A	N/A	Hyper Rank	Item	5TP	Common	All cards you control with Arm Up are considered Armed Up until this turn's End Phase.
Bionic Convertor LNL 63	LNL	LNL-063.png	Item	N/A	N/A	Hyper Rank	Item	6TP	Common	Put 2 :drain: on each Character you control that doesn't have :drain:. Each Character that received :drain: this way heals for 10 !hp!.
Continuum Potion LNL 64	LNL	LNL-064.png	Item	N/A	N/A	Hyper Rank	Item	0TP	Rare	Send up to 4 cards from the top of your Deck to your Rift Zone. You gain 1 !tp! for each card sent to your Rift Zone this way.
Dreadforge Arsenal LNL 65	LNL	LNL-065.png	Item	N/A	N/A	Hyper Rank	Item	9TP	Uncommon	Search your Deck for a card with Equip. Attach that card to an ally Player or Character you control without paying !tp!. Shuffle your Deck afterward.
Eldritch Gateway LNL 66	LNL	LNL-066.png	Item	N/A	N/A	Ultra Rank	Item	10TP	Uncommon	Stock 3 (On Enter Field: Put 3 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Activate: Send the top 3 cards of each Player's Decks to their Rift Zone.
EMP Grenade LNL 67	LNL	LNL-067.png	Item	N/A	N/A	Hyper Rank	Item	8TP	Common	Prevent all Items until your next Starting Phase.
Energy Crystals LNL 68	LNL	LNL-068.png	Item	N/A	N/A	Hyper Rank	Item	4TP	Common	Stock 4 (On Enter Field: Put 4 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);You gain 2 !tp!.
Gravity Bomb LNL 69	LNL	LNL-069.png	Item	N/A	N/A	Devastation Rank	Item	20TP	Rare	Knock Out all Characters of Level 10 or higher in all Character Zones.
Level Up! LNL 70	LNL	LNL-070.png	Item	N/A	N/A	Hyper Rank	Item	4TP	Uncommon	Play 1 Level Up Character from your Fighter Pool without paying !tp!. That Character has Flash.
Master Charge Device LNL 71	LNL	LNL-071.png	Item	N/A	N/A	Ultra Rank	Item	10TP	Rare	Stock 2 (On Enter Field: Put 2 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Activate: Choose 1:;  [+] Target card you control that has !hp! heals for 3 !hp!.;  [+] Put 1 :power: on a card you control that can hold :power:, except for cards named Master Charge Device.
Mind Eraser LNL 72	LNL	LNL-072.png	Item	N/A	N/A	Ultra Rank	Item	10TP	Uncommon	Stock 3 (On Enter Field: Put 3 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Activate: Destroy a non-Character card on the Field.
Nanoweaver Cell LNL 73	LNL	LNL-073.png	Item	N/A	N/A	Special Rank	Item	4TP	Common	Target card with Equip you control that has !hp! heals to full !hp!.
Nuclear Radiation LNL 74	LNL	LNL-074.png	Item	N/A	N/A	Hyper Rank	Item	7TP	Common	Put 1 :curse: on all enemy Characters.
Optical Flash Grenade LNL 75	LNL	LNL-075.png	Item	N/A	N/A	Hyper Rank	Item	10TP	Uncommon	Reveal the top card of your Deck. Put X :blindness: on all enemy Characters, where X is the revealed card's !tp! divided by 2, rounded up. Put that card back on top of your Deck.
Rally Drum LNL 76	LNL	LNL-076.png	Item	N/A	N/A	Hyper Rank	Item	8TP	Uncommon	Stock 3 (On Enter Field: Put 3 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Enter Field: Search your Deck for a Skill or Reaction and put it in your Hand. Shuffle your Deck afterward.;On Activate: All ally Characters get +2 !plv! until this turn's End Phase.
Reaper's Roulette LNL 77	LNL	LNL-077.png	Item	N/A	N/A	Ultra Rank	Item	10TP	Rare	Flip up to 3 coins. For each Heads, target 1 enemy Character. for each Tails, target 1 ally Character. Knock Out each target. You cannot select the same target more than once.
Scrap Condensor LNL 78	LNL	LNL-078.png	Item	N/A	N/A	Hyper Rank	Item	15TP	Common	Void (On Destroyed: Send this card to its owner's Rift Zone.);This card has 1 less !tp! for every 2 cards in your Discard Pile.;Shuffle up to 8 non-Character cards from your Discard Pile into your Deck.
Sonar Grenade LNL 79	LNL	LNL-079.png	Item	N/A	N/A	Ultra Rank	Item	10TP	Common	Hit target enemy Character for 12 damage. If successful, Mute your target.
Tears of Life LNL 80	LNL	LNL-080.png	Item	N/A	N/A	Ultra Rank	Item	10TP	Rare	Remove all unoriginal Keywords and Counters from target ally Character.
Chaosborn LNL 81	LNL	LNL-081.png	Null	15	1	Level 5 Abomination	Reaction Character	2CS	Common	Mystify: Discard 2 cards from your Hand. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);On Mystify Paid: This card gains 4 !plv! and 5 !hp!.
Chronomech LNL 82	LNL	LNL-082.png	Time/Metal	20	3	Level 7 Mecha	Reaction Character	3CS	Uncommon	Mystify: Put 4 Damage Counters on this card. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);On Mystify Paid: You gain 3 !tp!.
Deepwater Phantom LNL 83	LNL	LNL-083.png	Water	18	2	Level 10 Undead	Reaction Character	2CS	Rare	Mystify: 2 !tp!. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);Once per round, you may pay this card's Mystify cost without it being face-down. If you do, this card's Mystify cost is multiplied by 4 until this turn's End Phase.;On Mystify Paid: This card gains X Immune until this turn's End Phase, where X is an Element of your choice. (This card cannot be targeted or affected by abilities with the listed effects.)
Flicker Spirit LNL 84	LNL	LNL-084.png	Nature/Fire	10	4	Level 5 Spirit	Reaction Character	1CS	Uncommon	Mystify: Send this card to your Backup Zone. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);Tag Out (Once per turn, you may put this card into a Character Zone or Backup Zone you own and control during any Phase. If you do, you may take target Character in the new Zone that's not this card and put it in the previous Zone.);On Mystify Paid: Put 6 Damage Counters on target enemy.;On Moved to Backup Zone: Put 6 Damage Counters on target enemy.
Hellshadow LNL 85	LNL	LNL-085.png	Dark	14	3	Level 10 Abomination	Reaction Character	3CS	Uncommon	Mystify: Send a card from the top of your Deck to your Discard Pile. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);Once per round, you may pay this card's Mystify cost without it being face-down. If you do, this card's Mystify cost is multiplied by 3 until this turn's End Phase.;On Mystify Paid: This card gains Null Immune until your next Starting Phase.
Prism Warrior LNL 86	LNL	LNL-086.png	Light/Water	15	4	Level 8 Knight	Reaction Character	3CS	Common	Mystify: 5 !tp!. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);On Mystify Paid: You may Deflect 1 attack of Hyper Rank or lower. If you do, the Deflected attack's damage is multiplied by 2.
The Unforgiving LNL 87	LNL	LNL-087.png	Dark	100	20	Level 30 Multiverser	Reaction Character - Boss	15CS	Ultra Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Boss 5 (To play this card, send 5 Character card(s) from your Discard Pile to your Rift Zone.);Mystify: Send all Characters in your Discard Pile to your Rift Zone. (You may play this card face down. On Targeted: Reveal this card. You may pay this cost to trigger its Mystify effect.);On Mystify Paid: This card gains Knock Out Immune.
Bladewire Trap LNL 88	LNL	LNL-088.png	Metal/Storm	N/A	N/A	Hyper Rank	Reaction Item	6TP	Uncommon	Contingency: An enemy Character or Player attacked 3 or more times this turn. (You may play this card immediately when this card's Contingency effect is triggered.);Hit all enemy Characters for X Unblockable damage, where X is that Character's Level.;On Contingency Trigger: This card's damage is multiplied by 2.
Devolving Slime LNL 89	LNL	LNL-089.png	Dark/Water	N/A	N/A	Ultra Rank	Reaction Item	10TP	Uncommon	Contingency: An enemy Player played a Level Up Character this turn. (You may play this card immediately when this card's Contingency effect is triggered.);If target Character is a Level Up Character, send that Level Up card to its owner's Discard Pile. All Characters stacked under that Character are sent to their owners' Backup Zones. All other cards stacked under that Character are sent to their owners' Discard Piles.;On Contingency Trigger: Send your target to their owner's Rift Zone instead. All cards attached to and stacked under your target are sent to their owners' Discard Piles.
Encrypted Radio LNL 90	LNL	LNL-090.png	Space/Light	N/A	N/A	Special Rank	Reaction Item	6TP	Common	Contingency: A Character you controlled was Knocked Out this turn. (You may play this card immediately when this card's Contingency effect is triggered.);On Contingency Trigger: This card has 3 less !tp!.;Look at the top 6 cards of your Deck. You may reveal up to 2 of them and put them in your Hand. Shuffle the other cards back into your Deck.
Rusting Spray LNL 91	LNL	LNL-091.png	Time/Fire	N/A	N/A	Hyper Rank	Reaction Item	5TP	Uncommon	Contingency: An enemy Player played 2 or more cards with Equip this turn. (You may play this card immediately when this card's Contingency effect is triggered.);Destroy 1 card with Equip.;On Contingency Trigger: Destroy up to 2 cards with Equip instead.
Air Shot LNL 92	LNL	LNL-092.png	Storm	N/A	N/A	Hyper Rank	Reaction Skill - Energy	8TP	Rare	This card can only be used if the user has already attacked this turn. Hit each previous target for [!plv!+2] damage. If any of those targets have :paralyze:, hit those targets for [!plv!*2] damage instead.
Bloodbath Trap LNL 93	LNL	LNL-093.png	Dark	N/A	N/A	Hyper Rank	Reaction Skill - Physical	7TP	Super Rare	Contingency: The user is =darkness= and an enemy Character that doesn't have full !hp! is attacking. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!+4] damage.;On Contingency Trigger: Counter-hit with this card instead. If successful, Knock Out your target.
Explosive Trap LNL 94	LNL	LNL-094.png	Fire	N/A	N/A	Hyper Rank	Reaction Skill - Energy	9TP	Super Rare	Contingency: The user is =fire= and an enemy Character is attacking with a Normal Attack. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!+7] damage.;On Contingency Trigger: Counter-hit with this card instead. If successful, your target gains Concussion.
Frost Trap LNL 95	LNL	LNL-095.png	Water	N/A	N/A	Hyper Rank	Reaction Skill - Energy	9TP	Super Rare	Contingency: The user is =water= and an enemy Player has drawn 3 or more cards during this round. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!+2] damage.;On Contingency Trigger: Target Player shuffles their Hand back into their Deck and draws 2 cards.
Mud Trap LNL 96	LNL	LNL-096.png	Earth	N/A	N/A	Hyper Rank	Reaction Skill - Physical	9TP	Super Rare	Contingency: The user is =earth= and an enemy Player controls a Character of Level 10 or higher. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!+5] damage.;On Contingency Trigger: Hit target enemy for [!plv!+5+X] Unblockable damage instead, where X is equal to your target's Level.
