Name	Set	ImageFile	Element	Hit Points	Powerlevel	Level/Rank	Typecasting	Cost	Rarity	Description
Refractus, Shine Lord EOE 33	EOE	EOE-033.png	Light	25	9	Level 18 Lord	Character - Boss	9CS	Uncommon	Boss 2 (To play this card, send 2 Character card(s) from your Discard Pile to your Rift Zone.);Light Affinity (This card lowers the TP cost of cards that have at least 1 of the listed elements by 1 for each match.);If you draw a card, you may reveal it. If that card is =light=, all ally Characters heal for 2 !hp!.
Scorchwillow Dryad EOE 34	EOE	EOE-034.png	Nature/Fire	21	5	Level 7 Plant	Character	4CS	Common	If a Character you control heals !hp!, Hit target enemy for 2 Unblockable damage.
Shadesteel Thief EOE 35	EOE	EOE-035.png	Dark/Metal	19	5	Level 8 Assassin	Character	4CS	Common	Metal Mastery (This card's damage with attacks that have at least 1 of the listed elements is multiplied by 2.);If this card Knocks Out a Character, this card gains Lock-On until this turn's End Phase.
Shinesteel Sentinel EOE 36	EOE	EOE-036.png	Light/Metal	30	3	Level 9 Mecha	Character	5CS	Uncommon	On Taking Damage: Put 1 :barrier: on this card.
Space Kraken EOE 37	EOE	EOE-037.png	Space/Water	30	3	Level 10 Abomination	Character	6CS	Uncommon	While In Play: This card can hold up to 5 :power:.;Once per round, during your Starting Phase, put 1 :power: on this card.;Enemy Characters can't use Skills or Reactions unless they pay 1 !tp! for each :power: on this card per Skill or Reaction.
Thunder Hermit EOE 38	EOE	EOE-038.png	Nature/Storm	35	6	Level 14 Fighter	Character - Boss	7CS	Rare	Boss 1 (To play this card, send 1 Character card(s) from your Discard Pile to your Rift Zone.);While In Play: This card can have an unlimited number of cards attached to it.
Vedrus, Glade Lord EOE 39	EOE	EOE-039.png	Nature	25	8	Level 18 Lord	Character - Boss	9CS	Uncommon	Boss 2 (To play this card, send 2 Character card(s) from your Discard Pile to your Rift Zone.);Nature Affinity (This card lowers the TP cost of cards that have at least 1 of the listed elements by 1 for each match.);If you draw a card, you may reveal it. If that card is =nature=, target opponent discards 1 card from their Hand.
Volt Trooper EOE 40	EOE	EOE-040.png	Time/Storm	10	4	Level 6 Fighter	Character	3CS	Common	Flash (This card can act the turn it enters the field.);Lock-On (This card can directly attack enemy Players and Characters regardless of Combat Zone Order.)
Voodoo Flytrap EOE 41	EOE	EOE-041.png	Dark/Nature	22	4	Level 8 Plant	Character	5CS	Rare	While In Play: Treat :poison: as both :poison: and :curse:.
Automated Sorter EOE 42	EOE	EOE-042.png	Space	3	N/A	Hyper Rank	Item Augment	6TP	Rare	Equip Self (Attach this card to a relevant target in their Equip Zone.);While In Play: This card is not damaged when you attack.;If you draw a card, you may draw 3 cards instead. If you do, send 1 card to your Discard Pile and 1 on the top or bottom of your Deck. Additionally, put 1 Damage Counter on this card.
Channeling Wand EOE 43	EOE	EOE-043.png	Nature	5	N/A	Hyper Rank	Item Augment	6TP	Rare	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user can use Skills and Reactions that they match at least 1 Element with for 2 less !tp!.
Element Bane Ward EOE 44	EOE	EOE-044.png	Space	3	N/A	Hyper Rank	Item Augment	9TP	Super Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Equip Character (Attach this card to a relevant target in their Equip Zone.);When Equipped: Choose an Element. The user gains X Immune, where X is the chosen Element.
Engine Heart EOE 45	EOE	EOE-045.png	Metal	8	N/A	Hyper Rank	Item Augment	5TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);If the user activates a =metal= Skill or Reaction, if that Skill or Reaction deals at least 1 damage, you may send that card to your Hand instead of destroying it when it resolves.
Personal Compactor EOE 46	EOE	EOE-046.png	Metal/Earth	8	N/A	Hyper Rank	Item Augment	6TP	Common	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user costs 1 less !tp! and has -2 to Level.
Silencer EOE 47	EOE	EOE-047.png	Dark/Metal	2	N/A	Hyper Rank	Item Augment	7TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: This card is not damaged by enemy attacks.;On Targeted: If the user is targeted by a Reaction, you may Negate that Reaction. If you do, put 1 Damage Counter on this card.
Slaver's Whip EOE 48	EOE	EOE-048.png	Dark	6	N/A	Hyper Rank	Item Augment	7TP	Ultra Rare	Equip Self, Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +3 !plv!.;On Attack: You may take control of 1 of this attack's targeted Characters of equal or lower Level than the user until this turn's End Phase.
Spark Cloak EOE 49	EOE	EOE-049.png	Storm	4	N/A	Special Rank	Item Augment	4TP	Common	Equip Character (Attach this card to a relevant target in their Equip Zone.);When Equipped: Put 2 :barrier: on the user.;Once per round, you may put 1 :power: on any card you control that can hold :power:.
Tactical Shell EOE 50	EOE	EOE-050.png	Light/Metal	5	N/A	Hyper Rank	Item Augment	7TP	Uncommon	Equip Character (Attach this card to a relevant target in their Equip Zone.);On Targeted: You may Negate all non-damage effects that currently affect the user. If you do, put 1 Damage Counter on this card.
Voidtouched Gauntlet EOE 51	EOE	EOE-051.png	Space/Dark	6	N/A	Hyper Rank	Item Augment	5TP	Common	Equip Character (Attach this card to a relevant target in their Equip Zone.);While In Play: The user has +[Rift Zone Count] !plv! and Void.
Counter Generator EOE 52	EOE	EOE-052.png	Item	N/A	N/A	Hyper Rank	Item	4TP	Common	Stock 4 (On Enter Field: Put 4 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Activate: Put 1 :power: on target card you control. During this turn's End Phase, if your target cannot hold :power: or has too many, remove all :power: from your target.
Ejector Seat EOE 53	EOE	EOE-053.png	Item	N/A	N/A	Hyper Rank	Item	5TP	Rare	Return a Character to their owner's Fighter Pool. All non-Character cards attached to it are shuffled into their owners' Decks and all Character cards attached to it are sent to their owners' Fighter Pools. All cards in that card's Stack are sent to their owners' Discard Piles.
Energy Ban EOE 54	EOE	EOE-054.png	Item	N/A	N/A	Special Rank	Item	3TP	Common	Stock 2 (On Enter Field: Put 2 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Activate: Choose an Element. All Skills and Reactions of the chosen Element cost 2 more !tp! to play until your next Starting Phase.
Knowledge Shredder EOE 55	EOE	EOE-055.png	Item	N/A	N/A	Hyper Rank	Item	5TP	Uncommon	Send the top 3 cards of target opponent's Deck to their Discard Pile.
MIRV Charge EOE 56	EOE	EOE-056.png	Item	N/A	N/A	Ultra Rank	Item	3TP	Super Rare	Replay: 3 TP. (You may pay this cost to activate this card again before it's destroyed.);On Activate: Hit all enemies for [X+3] damage, where X is the number of times this card's Replay cost was paid.
Pull Reversal EOE 57	EOE	EOE-057.png	Item	N/A	N/A	Hyper Rank	Item	5TP	Uncommon	All Players flip their Decks upside-down.
Recovery Wrap EOE 58	EOE	EOE-058.png	Item	N/A	N/A	Hyper Rank	Item	6TP	Uncommon	Search your Discard Pile for a Character that was Knocked Out after your last turn's Starting Phase. Put that Character in your Backup Zone.
Transmutator EOE 59	EOE	EOE-059.png	Item	N/A	N/A	Hyper Rank	Item	8TP	Common	Stock 3 (On Enter Field: Put 3 Power Counter(s) on this card. Once per round, you may remove 1 Power Counter to activate this card.);On Activate: Choose an Element. All Characters count as having the chosen Element until your next Starting Phase.
Universal Inverter EOE 60	EOE	EOE-060.png	Item	N/A	N/A	Devastation Rank	Item	15TP	Ultra Rare	Mythical (Only 1 copy of this card can exist in your Deck.);All cards' !tp! become [30-!tp!] until your next Starting Phase.
Amplify EOE 61	EOE	EOE-061.png	Storm	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Target ally Character's attacks can hit 1 more target until your next Starting Phase.
Anomaly Zone EOE 62	EOE	EOE-062.png	Space/Time	N/A	N/A	Special Rank	Reaction	3TP	Uncommon	Paradox: You gain 2 !tp!. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.);The attacker gains Mute until this turn's End Phase.
Astral Destiny EOE 63	EOE	EOE-063.png	Space	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Target enemy Character gains Void until it leaves the Character Zone.
Black Ice EOE 64	EOE	EOE-064.png	Water	N/A	N/A	Hyper Rank	Reaction - Physical	4TP	Common	Block 1 attack of Hyper Rank or lower that targets the user of this card.
Blessed Defense EOE 65	EOE	EOE-065.png	Light	N/A	N/A	Hyper Rank	Reaction - Energy	5TP	Common	Negate 1 attack of Special Rank or lower that targets the user of this card. The user heals for !hp! equal to the damage the Negated attack would have dealt.
Boiling Ice Armor EOE 66	EOE	EOE-066.png	Water/Fire	N/A	N/A	Special Rank	Reaction - Physical	3TP	Uncommon	Paradox: Put 2 :blindness: on the attacker. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.);Block 1 Physical attack of Special Rank or lower.;All damage the user receives becomes Basic Damage until this turn's End Phase.
Charge's Guard EOE 67	EOE	EOE-067.png	Storm	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =storm= that targets the user of this card.
Compress EOE 68	EOE	EOE-068.png	Earth	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;You may play a Character from your Fighter Pool for 1 less !tp!.
Crusher Block EOE 69	EOE	EOE-069.png	Metal	N/A	N/A	Hyper Rank	Reaction - Physical	6TP	Common	Counter-hit for [!plv!*(X+1)] damage, where X is the amount of :barrier: on the user.
Darkness Aura EOE 70	EOE	EOE-070.png	Dark	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;All damage target ally Character receives becomes Basic damage until your next turn's Starting Phase.
Dismantle EOE 71	EOE	EOE-071.png	Earth	N/A	N/A	Ultra Rank	Reaction	10TP	Rare	This card can only be played if there's at least 1 Item on the Field.;Destroy up to 3 Items on the Field.
Elf Armor EOE 72	EOE	EOE-072.png	Nature	N/A	N/A	Special Rank	Reaction - Physical	1TP	Common	Negate 1 Normal Attack or Block 1 Physical attack of Special Rank that targets the user of this card.
Epoch's Guard EOE 73	EOE	EOE-073.png	Time	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =time= that targets the user of this card.
Flame's Guard EOE 74	EOE	EOE-074.png	Fire	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =fire= that targets the user of this card.
Flareskin EOE 75	EOE	EOE-075.png	Fire	N/A	N/A	Hyper Rank	Reaction	5TP	Rare	Put 3 Damage Counters on the attacker for each hit in their current attack.
Forge's Guard EOE 76	EOE	EOE-076.png	Metal	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =metal= that targets the user of this card.
Gear Overdrive EOE 77	EOE	EOE-077.png	Metal	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Target ally Character target gains 2 !plv! until this turn's End Phase.
Glade's Guard EOE 78	EOE	EOE-078.png	Nature	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =nature= that targets the user of this card.
Hornetstorm EOE 79	EOE	EOE-079.png	Nature	N/A	N/A	Hyper Rank	Reaction - Physical	7TP	Common	Counter-hit for 8 damage. If your target is a Character, put 5 :poison: on your target.
Hyper Armor EOE 80	EOE	EOE-080.png	Metal	N/A	N/A	Hyper Rank	Reaction - Physical	8TP	Common	Negate all non-damage effects that target or affect the user of this card until your next turn's Starting Phase.
Hyper State EOE 81	EOE	EOE-081.png	Time	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Target ally Character costs 2 less !tp! until this turn's End Phase.
Insight Shine EOE 82	EOE	EOE-082.png	Light	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Target Character or Player heals for 3 !hp!.
Ironwood Surge EOE 83	EOE	EOE-083.png	Metal/Nature	N/A	N/A	Hyper Rank	Reaction - Physical	10TP	Uncommon	Paradox: Deflect 1 attack of Ultra Rank or lower. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.);Block 1 attack of Ultra Rank or lower unless this card's Paradox effect was triggered.
Ivy Snare EOE 84	EOE	EOE-084.png	Nature	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Target enemy Player discards a card from their Hand.
Lava Blast EOE 85	EOE	EOE-085.png	Earth/Fire	N/A	N/A	Hyper Rank	Reaction - Physical	10TP	Common	Counter-hit for [!plv!*3] damage. If successful, send any cards with Arena in play to their owners' Discard Piles.
Nerve Shocker EOE 86	EOE	EOE-086.png	Storm	N/A	N/A	Hyper Rank	Reaction - Energy	8TP	Common	Negate 1 Physical attack of Ultra Rank or lower that targets the user of this card.;The attacker gains Deathmark until your next turn's End Phase.
Penultimate Stop EOE 87	EOE	EOE-087.png	Time	N/A	N/A	Legendary Rank	Reaction	0TP	Rare	Mythical (Only 1 copy of this card can exist in your Deck.);This card can be played from your Hand without you being in The Last Stand.;This card can only be played from your Hand during your Starting Phase.;All Players' !tp! becomes 0.
Quake Counter EOE 88	EOE	EOE-088.png	Earth	N/A	N/A	Hyper Rank	Reaction - Physical	6TP	Common	Block 1 attack of Hyper Rank or lower that targets the user of this card.;Counter-hit all enemies for [!plv!+2] damage.
Rainbow Field EOE 89	EOE	EOE-089.png	Light	N/A	N/A	Hyper Rank	Reaction - Energy	6TP	Rare	Target Character gains Damage Immune until this turn's End Phase.
Refract EOE 90	EOE	EOE-090.png	Water	N/A	N/A	Special Rank	Reaction	0TP	Common	On Draw: Play this card from your Hand.;Draw a card, then put 1 card from your Hand on the bottom of your Deck.
Sea's Guard EOE 91	EOE	EOE-091.png	Water	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =water= that targets the user of this card.
Seismic Buster EOE 92	EOE	EOE-092.png	Storm	N/A	N/A	Hyper Rank	Reaction - Energy	5TP	Rare	Overdrive: X !tp!. (On Activate: You may pay this cost to trigger this card's Overdrive effect.);On Overdrive Paid: X becomes what you paid for this card's Overdrive Cost.;Counter-hit for [!plv!+(X*2)] Relentless damage.
Shadow's Guard EOE 93	EOE	EOE-093.png	Dark	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =darkness= that targets the user of this card.
Shine's Guard EOE 94	EOE	EOE-094.png	Light	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =light= that targets the user of this card.
Shroud of Shadows EOE 95	EOE	EOE-095.png	Dark	N/A	N/A	Hyper Rank	Reaction - Energy	9TP	Common	Deflect 1 attack of Hyper Rank or lower. If successful, that attack deals Relentless damage.
Star's Guard EOE 96	EOE	EOE-096.png	Space	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =space= that targets the user of this card.
Stone's Guard EOE 97	EOE	EOE-097.png	Earth	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Hyper Rank or lower that is not =earth= that targets the user of this card.
Taunt EOE 98	EOE	EOE-098.png	Dark	N/A	N/A	Hyper Rank	Reaction	2TP	Rare	This card can be played from your Hand without you being in The Last Stand.;This card can be played after the user or an ally performs a successful attack.;Target enemy Player loses 4 !tp!.
Thermokinesis EOE 99	EOE	EOE-099.png	Fire	N/A	N/A	Special Rank	Reaction	0TP	Uncommon	On Draw: Play this card from your Hand.;Put up to a total of 2 :drain: on any Characters in play, then remove up to a total of 2 :drain: from any Characters in play.
Time Loop EOE 100	EOE	EOE-100.png	Time	N/A	N/A	Hyper Rank	Reaction - Physical	5TP	Common	Negate 1 Reaction of Hyper Rank or lower or Block 1 attack of Special Rank or lower.
Twlight Vanishment EOE 101	EOE	EOE-101.png	Light/Dark	N/A	N/A	Special Rank	Reaction - Energy	3TP	Uncommon	Paradox: The user heals for 4 !hp!. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.);Block 1 attack of Special Rank or lower that targets the user of this card.
Vacuum Bubble EOE 102	EOE	EOE-102.png	Space	N/A	N/A	Special Rank	Reaction - Physical	4TP	Rare	Destroy both the user and the attacker. If the attacker's Level is higher than the user's Level, send X cards from the top of your Deck to your Rift Zone, where X is the difference between the user's Level and the attacker's Level.
Voltshard Minefield EOE 103	EOE	EOE-103.png	Storm/Earth	N/A	N/A	Hyper Rank	Reaction - Energy	6TP	Super Rare	Negate 1 Physical attack of Hyper Rank or lower.;Paradox: Reveal all face down cards attached to the attacker, then destroy 1 of the revealed cards that has a matching Element with the Negated attack. Flip all cards revealed this way that were not destroyed face-down afterward. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Warping Force EOE 104	EOE	EOE-104.png	Space	N/A	N/A	Ultra Rank	Reaction	10TP	Rare	Counter-hit for 10 Relentless damage. If successful, put 2 :timebomb: on your target.
Wisdom Scope EOE 105	EOE	EOE-105.png	Water	N/A	N/A	Special Rank	Reaction - Trigger	4TP	Rare	Trigger: An enemy Player draws a card during their Battle Phase. (This card is played face down in your Equip Zone. On Trigger: Reveal this card and activate it.);On Activate: Look at the top or bottom 4 cards of that Player's Deck, then put them on the top or bottom of that Player's Deck in any order.
Arc of Amphex EOE 106	EOE	EOE-106.png	Storm	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Target 1 enemy. Hit your target for [!plv!+3] damage. If successful, put 3 Damage Counters on target enemy Character.
Artificial Attack EOE 107	EOE	EOE-107.png	Null	N/A	N/A	Special Rank	Skill - Physical	2TP	Common	Hit target enemy for [!plv!+3] damage.
Asp Strike EOE 108	EOE	EOE-108.png	Nature	N/A	N/A	Special Rank	Skill - Physical	4TP	Common	Hit target enemy for [!plv!+3] damage. X is now the amount of damage dealt by this card.;Put X :poison: on your target.
Asteroid Drop EOE 109	EOE	EOE-109.png	Space/Earth	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Uncommon	Hit target enemy for [!plv!+10] Relentless damage. If successful, put 10 Damage Counters on the user.;Paradox: Send 1 card attached to your target to their owner's Rift Zone. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Blacklight Laser EOE 110	EOE	EOE-110.png	Light/Dark	N/A	N/A	Hyper Rank	Skill - Energy	7TP	Uncommon	Paradox: Hit all enemies for [!plv!+6] damage. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.);Hit target enemy for [!plv!+6] damage unless this card's Paradox effect was triggered.
